0,pau,0
14.2993595,br,0
14.6235327,h,75
14.71081,i,75
14.9792919,m,75
15.0432953,i,75
15.2984777,ts,77
15.3857551,u,77
15.4921504,n,77
15.5436856,o,77
16.3948478,br,0
16.7398013,t,77
16.7547631,o,77
16.8653145,b,79
16.9326427,i,79
17.0789362,r,80
17.1030414,a,80
17.4047718,w,76
17.4363579,o,76
17.6183936,a,76
17.9300985,k,75
17.9542037,e,75
18.0697423,y,73
18.1079781,o,73
18.2642462,w,75
18.3191062,o,75
18.8228214,br,0
19.1270454,h,72
19.16445,a,72
19.4437376,z,70
19.5493017,u,70
19.846876,k,68
19.8676563,a,68
20.100396,sh,67
20.2417022,i,67
20.3497599,g,75
20.3780212,a,75
20.6706937,r,80
20.7429237,a,80
20.9582079,n,80
21.091202,a,80
21.3846203,i,77
21.5683184,d,77
21.6073854,e,77
21.9066221,br,0
22.2050276,s,75
22.2740183,o,75
22.428624,k,75
22.4452482,o,75
22.5865545,w,77
22.6181406,a,77
22.8625172,s,75
22.9847056,u,75
23.1160372,t,77
23.1426361,e,77
23.4402104,k,79
23.4834334,i,79
23.7909823,n,80
23.8317117,a,80
24.0976999,br,0
24.3321021,w,80
24.3628569,a,80
24.5365805,N,80
24.6487943,d,82
24.6861988,a,82
25.002891,r,80
25.0336459,a,80
25.3037902,N,80
25.3885739,d,80
25.3977173,o,80
25.4110167,br,0
25.6927979,d,75
25.7376835,a,75
26.0311017,r,75
26.0709999,e,75
26.3153766,m,77
26.4018228,o,77
26.5115429,g,77
26.5647405,a,77
27.381823,br,0
27.7683371,m,77
27.8032481,i,77
27.9420607,t,79
27.9578537,a,79
28.1157842,k,80
28.1448767,o,80
28.4632313,t,76
28.4773619,o,76
28.5953942,n,76
28.6552416,a,76
28.8854876,i,76
28.926217,y,75
28.9918829,o,75
29.1439949,w,73
29.1980237,o,73
29.2853011,n,75
29.3509669,a,75
29.8646567,br,0
30.1763616,w,72
30.2029604,a,72
30.5437578,t,70
30.5603821,a,70
30.7407553,sh,68
30.9236222,i,68
31.2020786,d,67
31.254445,a,67
31.4113753,k,75
31.4373119,e,75
31.6609082,n,80
31.7739532,o,80
31.975938,s,80
32.1155818,e,80
32.4156498,k,82
32.4414174,a,82
32.6051664,i,80
32.9451325,br,0
33.2468629,m,75
33.2693057,e,75
33.4638095,i,75
33.5968036,k,77
33.6358707,i,77
33.8461676,N,77
33.9425883,g,80
33.972512,u,80
34.0306969,sh,82
34.1828089,i,82
