0,20.8441606,pau,0
20.8441606,21.2348169,br,0
21.2348169,21.3146126,ts,75
21.3146126,21.5431942,u,75
21.5431942,21.5814297,k,75
21.5814297,21.7393588,u,75
21.7393588,21.8956255,e,75
21.8956255,21.9762525,n,76
21.9762525,22.3602696,o,76
22.3602696,22.6553477,o,75
22.6553477,22.6919208,k,73
22.6919208,22.8731237,u,73
22.8731237,22.9537506,n,71
22.9537506,23.2438415,i,71
23.2438415,23.4674359,br,0
23.4674359,23.5297763,k,78
23.5297763,23.7550331,a,78
23.7550331,23.7774757,k,78
23.7774757,23.8414785,u,78
23.8414785,23.960341,sh,78
23.960341,24.1897538,i,78
24.1897538,24.21469,t,80
24.21469,24.6045255,e,80
24.6045255,24.638605,r,78
24.638605,24.836432,u,78
24.836432,24.892954,n,76
24.892954,25.1464718,o,76
25.1464718,25.1847072,w,75
25.1847072,25.4182761,a,75
25.4182761,25.4565116,ky,76
25.4565116,25.6792748,u,76
25.6792748,25.8654649,N,71
25.8654649,25.8845826,t,71
25.8845826,26.2669373,o,71
26.2669373,26.5063246,br,0
26.5063246,26.5711587,h,76
26.5711587,26.8230141,i,76
26.8230141,26.8654056,k,71
26.8654056,26.9917489,a,71
26.9917489,27.0150226,r,71
27.0150226,27.3084383,u,71
27.3084383,27.6284526,br,0
27.6284526,27.6733377,h,78
27.6733377,27.9335051,a,78
27.9335051,28.2211024,a,76
28.2211024,28.2352329,t,78
28.2352329,28.4422031,o,78
28.4422031,28.5186741,n,76
28.5186741,28.6184188,o,76
28.6184188,28.6649663,s,71
28.6649663,28.7705295,u,71
28.7705295,28.7996217,t,71
28.7996217,29.5443821,o,71
29.5443821,29.6549325,N,73
29.6549325,29.8943198,br,0
29.8943198,29.9250744,n,75
29.9250744,30.1253419,e,75
30.1253419,30.1686178,g,80
30.1686178,30.4046802,a,80
30.4046802,30.6748221,i,82
30.6748221,30.71472,n,83
30.71472,30.9399768,o,83
30.9399768,31.0156166,ch,82
31.0156166,31.5833302,a,82
31.5833302,31.9956083,a,80
31.9956083,32.1111459,m,75
32.1111459,32.7436936,u,75
32.7436936,33.1734271,br,0
33.1734271,33.2507292,h,78
33.2507292,33.4319321,i,78
33.4319321,33.508403,m,76
33.508403,33.6896059,i,76
33.6896059,33.79,ts,71
33.79,33.9988145,u,71
33.9988145,34.0528429,n,73
34.0528429,34.2506699,a,73
34.2506699,34.3337905,n,75
34.3337905,34.804253,o,75
34.804253,38.7051022,pau,0
38.7051022,38.9719193,br,0
38.9719193,39.071664,s,75
39.071664,39.2952584,o,75
39.2952584,39.326013,r,75
39.326013,39.4864358,e,75
39.4864358,39.5122032,t,75
39.5122032,39.685094,o,75
39.685094,39.7549153,n,76
39.7549153,40.076592,e,76
40.076592,40.1622062,m,75
40.1622062,40.3367594,o,75
40.3367594,40.3625268,u,75
40.3625268,40.4672587,h,73
40.4672587,40.7033212,i,73
40.7033212,40.7299198,t,71
40.7299198,40.9518518,o,71
40.9518518,40.9950745,ts,71
40.9950745,41.0407908,u,71
41.0407908,41.2053696,br,0
41.2053696,41.3117639,sh,78
41.3117639,41.4106774,i,78
41.4106774,41.5370207,m,78
41.5370207,41.8212931,a,78
41.8212931,41.945974,cl,78
41.945974,41.9709102,t,80
41.9709102,42.3316535,e,80
42.3316535,42.3748763,r,78
42.3748763,42.6333813,u,78
42.6333813,42.8860679,N,76
42.8860679,42.9284594,d,75
42.9284594,43.1836396,a,75
43.1836396,43.2343431,ky,76
43.2343431,43.4454694,u,76
43.4454694,43.6349844,N,71
43.6349844,43.6532709,t,71
43.6532709,43.9541674,o,71
43.9541674,44.2982867,br,0
44.2982867,44.3498214,n,76
44.3498214,44.5958584,a,76
44.5958584,44.6465619,k,71
44.6465619,44.6947719,i,71
44.6947719,44.7687492,m,71
44.7687492,44.9815379,u,71
44.9815379,45.0355663,sh,71
45.0355663,45.1436231,i,71
45.1436231,45.3860789,br,0
45.3860789,45.474443,d,78
45.474443,45.6631267,a,78
45.6631267,45.7279608,m,76
45.7279608,45.9756602,e,76
45.9756602,45.9972715,d,78
45.9972715,46.1909425,a,78
46.1909425,46.2582702,m,76
46.2582702,46.4294986,e,76
46.4294986,46.5541795,m,71
46.5541795,47.0362789,i,71
47.0362789,47.3546307,i,73
47.3546307,47.5483017,br,0
47.5483017,47.6555273,a,73
47.6555273,47.6837883,k,75
47.6837883,47.9115387,o,75
47.9115387,47.9339812,g,80
47.9339812,48.0636494,a,80
48.0636494,48.1983047,r,82
48.1983047,48.4626282,e,82
48.4626282,48.49837,n,83
48.49837,48.6538055,o,83
48.6538055,48.7784864,s,82
48.7784864,49.3112894,e,82
49.3112894,49.3329008,k,80
49.3329008,49.7260611,a,80
49.7260611,49.8557293,i,80
49.8557293,50.5140443,e,75
50.5140443,50.9554146,br,0
50.9554146,50.9956857,y,78
50.9956857,51.2305438,u,78
51.2305438,51.2754289,k,76
51.2754289,51.4267084,u,76
51.4267084,51.5272843,n,71
51.5272843,51.7982574,o,71
51.7982574,51.8157127,d,73
51.8157127,51.9711482,a,73
51.9711482,52.0974915,n,73
52.0974915,52.2321469,a,73
52.2321469,52.2861753,m,75
52.2861753,52.5263938,i,75
52.5263938,52.5413555,d,75
52.5413555,52.9694265,a,75
52.9694265,53.1938521,br,0
53.1938521,53.2453869,h,73
53.2453869,53.3409756,o,73
53.3409756,53.3908479,r,75
53.3908479,53.5903373,o,75
53.5903373,53.6643146,r,75
53.6643146,54.0541502,i,75
54.0541502,54.31,br,0
54.31,54.3492283,k,75
54.3492283,54.6044085,o,75
54.6044085,54.6251887,b,80
54.6251887,54.8246781,o,80
54.8246781,54.872888,r,82
54.872888,55.1139377,e,82
55.1139377,55.1762782,ch,80
55.1762782,55.433952,a,80
55.433952,55.724874,u,75
55.724874,55.9542869,br,0
55.9542869,56.0266018,h,73
56.0266018,56.2684827,i,73
56.2684827,56.2959125,t,71
56.2959125,56.3931636,o,71
56.3931636,56.5577423,sh,78
