0,pau,0
17.2859481,br,0
17.6865938,k,81
17.7447788,u,81
17.8436934,r,81
17.8744484,u,81
18.0323792,k,79
18.0647966,u,79
18.1811667,r,77
18.209428,u,77
18.418063,m,81
18.537758,a,81
18.7954346,w,79
18.8760625,a,79
19.1827808,r,81
19.2110422,i,81
19.3664794,d,79
19.3822725,a,79
19.4512633,sh,81
19.5593213,i,81
19.6997966,t,79
19.7147585,a,79
20.0239705,br,0
20.3381698,k,77
20.3647686,a,77
20.4927758,r,77
20.5085688,a,77
20.6515378,f,76
20.725516,u,76
20.8194433,r,74
20.8543543,u,74
21.1211743,n,77
21.1835155,a,77
21.4536604,d,76
21.5051957,u,76
21.5426004,r,76
21.5600559,i,76
21.7977834,m,77
21.8651118,u,77
21.9565455,g,76
22.0172242,o,76
22.3073182,r,77
22.364672,a,77
22.5716446,N,76
22.669728,br,0
22.9855897,s,82
23.0620615,u,82
23.2091865,t,82
23.222486,e,82
23.3577158,k,81
23.3937163,i,81
23.489306,n,79
23.5267107,a,79
23.7577885,h,74
23.8733274,a,74
24.0787898,k,74
24.1127173,u,74
24.1800457,b,74
24.2174504,a,74
24.3138713,n,81
24.3778749,o,81
24.6446949,u,79
24.7336349,e,79
24.8159252,n,77
24.8732791,i,77
25.0345348,br,0
25.201609,k,72
25.2531443,i,72
25.3163167,m,71
25.3836451,i,71
25.4908718,n,72
25.5440696,o,72
25.6670894,y,74
25.7202872,u,74
25.9588459,m,74
26.0311616,e,74
26.3403736,g,79
26.361154,a,79
26.627974,m,77
26.6994585,a,77
27.0153202,a,77
27.3935231,cl,77
27.5331672,t,79
27.5448042,e,79
27.6536934,r,76
27.6927605,u,76
27.9853482,br,0
28.3768505,o,81
28.4898957,m,81
28.5480808,o,81
28.7126614,i,79
28.8765437,k,77
28.9146466,i,77
29.0509659,cl,77
29.2139961,t,81
29.2288459,e,81
29.5222648,t,79
29.5405515,o,79
29.8140213,b,81
29.8647254,i,81
29.9694585,n,79
30.0392806,o,79
30.1473385,r,81
30.1930554,e,81
30.3127503,b,79
30.3858972,a,79
30.6768225,br,0
31.0084773,n,77
31.0433883,a,77
31.1830325,k,77
31.2079689,a,77
31.2985714,m,76
31.3708871,a,76
31.4756202,g,74
31.5346364,a,74
31.7698703,h,77
31.8862404,i,77
32.1996085,t,76
32.2195576,o,76
32.4897025,r,77
32.5187951,i,77
32.6185409,f,76
32.7216115,u,76
32.8695678,t,77
32.8836985,a,77
32.9942501,r,76
33.0299923,i,76
33.3042933,br,0
33.6800025,m,82
33.7140823,i,82
33.8238027,r,82
33.8479079,a,82
34.0133197,i,81
34.153795,i,79
34.5074927,k,82
34.5436349,i,82
34.8121174,n,82
34.8594966,o,82
34.9974783,ch,81
35.0648067,i,81
35.1961387,k,81
35.2210752,e,79
35.4438408,cl,79
35.5236374,t,77
35.5494051,o,77
35.8345119,k,72
35.8602795,o,72
36.0090178,k,71
36.0356659,o,71
36.1719852,r,72
36.206065,o,72
36.3556651,k,74
36.3881011,a,74
36.6249974,r,79
36.6939882,a,79
36.8825321,t,77
36.9059481,o,77
37.1752617,r,76
37.2026918,i,76
37.3282053,d,79
37.3647788,a,79
37.4454066,s,77
37.562608,o,77
37.8244407,u,77
37.9441357,br,0
38.3248322,d,77
38.3846796,a,77
38.6830858,r,79
38.714672,e,79
38.9341128,d,81
39.0563014,a,78
39.5674986,cl,78
39.7013243,t,74
39.7237671,e,74
39.8866852,s,81
40.0429537,a,81
40.3347101,i,81
40.7228876,sh,82
40.8733375,o,82
40.9955261,w,82
41.0395805,a,82
41.335493,br,0
41.6596669,ch,79
41.717852,o,76
42.1999567,cl,76
42.3545627,t,72
42.3728494,o,72
42.5939526,m,79
42.6895424,a,79
42.9580248,y,79
43.0095602,o,81
43.6038789,cl,81
43.6961438,t,81
43.7152617,e,81
44.0136679,br,0
44.3561285,d,77
44.3744153,o,77
44.6769775,k,74
44.7243568,i,74
45.0352312,d,70
45.053518,o,70
45.3427808,k,77
45.3943161,i,77
45.5564031,sh,79
45.7243085,i,79
45.9595424,n,76
46.0177274,a,76
46.3385764,g,72
46.3660065,a,72
46.5896034,r,79
46.700155,a,79
46.9578316,h,77
47.0534214,a,77
47.0916572,sh,77
47.222158,i,77
47.3435154,r,76
47.3676206,i,76
47.5213954,d,77
47.5479943,a,77
47.7707599,s,79
47.8896237,u,79
48.0192932,N,79
48.1896923,d,76
48.2229409,a,76
48.5446211,pau,0
48.8405337,br,0
49.208762,y,76
49.2303736,u,76
49.309339,m,79
49.3849796,e,79
49.4789069,m,81
49.5437416,i,81
49.7008413,t,83
49.7241153,a,83
49.9244381,i,83
49.993429,br,0
50.1937518,h,76
50.2411311,o,76
50.306797,r,83
50.3816064,a,83
50.6542449,br,0
50.8711921,m,79
50.8969597,i,79
51.0041865,ts,81
51.0740085,u,81
51.3532968,k,86
51.373246,e,86
51.5519572,t,81
51.5644254,e,81
51.8071402,y,74
51.8769623,u,74
51.9659023,m,78
52.0456989,e,78
52.1180146,j,79
52.2102795,a,79
52.3042068,n,81
52.3831722,a,81
52.5843263,i,81
52.6849033,br,0
52.8702642,k,74
52.9143186,i,74
52.9725037,m,81
53.0622749,i,81
53.3731494,br,0
53.5385611,n,78
53.5851092,o,78
53.6931671,w,79
53.7239221,a,79
53.9009709,N,79
54.0347965,d,86
54.0505896,a,86
54.1395296,r,79
54.206858,a,79
54.3988687,N,79
54.5252134,y,76
54.5642805,u,76
54.7288611,u,76
54.8576994,k,78
54.898429,i,78
55.0256049,g,79
55.0538662,a,79
55.4703049,br,0
55.8751066,e,78
56.0064386,g,78
56.0413497,a,78
56.1834874,i,79
56.324794,t,81
56.3730045,a,81
56.8343288,br,0
57.1959074,i,78
57.3255769,ts,79
57.3945677,u,79
57.4643898,m,81
57.5184188,o,81
57.6613878,t,83
57.7095983,o,83
57.9930426,ch,81
58.0495652,i,81
58.1459861,g,83
58.1883781,a,83
58.3438153,u,83
58.4211183,s,83
58.5133832,e,83
58.6713141,k,84
58.6796262,a,84
58.8841051,i,83
59.5848194,br,0
59.8757447,i,76
60.032694,k,79
60.0619368,o,79
60.2855337,u,81
60.3362378,y,83
60.3711488,o,83
60.6845169,br,0
60.8017182,s,76
60.8831773,a,76
61.0053659,a,83
61.3328646,br,0
61.5656049,i,79
61.7243669,i,81
61.9230273,sh,86
62.0310853,o,86
62.1424681,n,81
62.2106277,i,81
62.4500177,y,74
62.5115276,u,74
62.6145982,m,78
62.6852515,e,78
62.8082713,n,79
62.8357014,o,79
63.0218936,t,81
63.0401803,o,81
63.3593669,pau,0
63.5596897,b,74
63.5771453,i,74
63.6486298,r,81
63.7118021,a,81
64.0143644,br,0
64.1664767,h,78
64.2030502,i,78
64.3385382,r,79
64.356825,a,79
64.6344508,i,83
64.8588789,t,79
64.8888026,e,79
65.1256989,br,0
65.3143847,s,79
65.4024935,u,79
65.4797965,b,81
65.5305006,e,81
65.705887,t,83
65.7250049,e,83
65.9386272,n,79
66.0250736,o,79
66.3425654,k,76
66.3700278,o,76
66.7008514,t,72
66.7158133,o,72
67.0100634,g,74
67.0266877,a,74
67.2876892,h,81
67.3699795,o,81
67.4680629,r,81
67.5212607,a,81
67.7598194,br,0
68.0208209,k,79
68.0524071,i,79
68.1737645,r,81
68.1962073,a,81
68.3641127,k,83
68.3898804,i,83
68.6608565,r,81
68.7082357,a,81
69.0166165,k,83
69.041553,a,83
69.3424528,g,84
69.3757014,a,84
69.6541585,y,83
69.7056938,a,83
70.0248804,k,81
70.0755845,u,81
70.3066623,y,79
70.3739907,o,79
70.634161,d,81
70.6599287,u,81
70.6840339,r,81
70.7147889,i,81
70.9217614,m,79
70.962491,u,79
70.9924147,r,79
71.0447812,a,79
71.2924833,N,79
71.3488062,d,79
71.3860475,o,79
71.4246465,pau,0
142.9448828,br,0
143.3372163,m,79
143.3729585,u,79
143.4652234,j,76
143.5342142,a,76
143.6938075,k,79
143.7345371,i,79
143.8384389,n,79
143.8866494,a,79
144.1343515,y,79
144.2224603,u,79
144.480137,m,79
144.5399844,e,79
144.638899,m,79
144.7029026,o,79
145.33047,pau,0
145.6247201,br,0
146.0173513,k,82
146.0444837,a,82
146.1550353,n,79
146.2107267,a,79
146.3653327,e,82
146.5440439,t,82
146.5648243,e,82
146.9762757,d,86
147.0028746,u,86
147.0294735,r,86
147.0502539,i,86
148.2006555,m,86
148.2388914,u,86
148.3594176,k,86
148.3760419,a,86
148.6993845,m,86
148.7318019,u,86
148.8230289,t,86
148.8614715,u,86
148.8805894,r,86
148.8963825,u,86
149.443322,pau,0
