0,pau,0
1.9897958999999998,i,83
2.6020407999999997,m,83
2.6020407999999997,a,83
3.5204081,y,81
3.5204081,o,81
3.6734693,r,79
3.6734693,i,79
3.8265306,m,81
3.8265306,o,81
3.8265306,br,81
5.0510204,ts,79
5.0510204,u,79
5.6632653,y,79
5.6632653,o,79
6.275510199999999,k,78
6.275510199999999,u,78
6.5816326,n,79
6.5816326,a,79
6.7346938,r,78
6.7346938,i,78
7.193877499999999,t,76
7.193877499999999,a,76
7.4999999,i,74
7.4999999,br,74
9.3367346,t,76
9.3367346,a,76
9.642857099999999,d,78
9.642857099999999,a,78
9.9489795,h,79
9.9489795,i,79
10.5612244,t,83
10.5612244,o,83
11.173469299999999,ts,78
11.173469299999999,u,78
11.7857142,n,83
11.7857142,o,83
12.3979591,n,83
12.3979591,e,83
13.316326499999999,g,81
13.316326499999999,a,81
13.6224489,i,81
14.5408163,pau,0
14.846938699999999,m,79
14.846938699999999,u,79
15.4591836,n,79
15.4591836,e,79
16.0714285,n,81
16.0714285,i,81
16.5306122,s,79
16.5306122,a,79
16.9897959,k,78
16.9897959,u,78
17.2959183,h,78
17.2959183,o,78
19.132652999999998,pau,0
19.4387755,n,76
19.4387755,o,76
19.744897899999998,o,76
22.6530612,pau,0
31.6836734,n,71
31.6836734,a,71
31.8367346,n,72
31.8367346,i,72
31.989795899999997,m,74
31.989795899999997,o,74
31.989795899999997,br,74
32.9081632,d,74
32.9081632,e,74
33.2142857,k,74
33.2142857,i,74
33.5204081,n,72
33.5204081,a,72
33.8265306,k,71
33.8265306,a,71
34.132653,a,69
34.132653,cl,69
34.4387755,t,69
34.4387755,a,69
34.7448979,h,71
34.7448979,i,71
34.8979591,n,71
34.8979591,i,71
36.428571399999996,pau,0
36.5816326,m,71
36.5816326,u,71
36.734693799999995,n,72
36.734693799999995,e,72
36.8877551,n,74
36.8877551,o,74
36.8877551,br,74
37.8061224,ch,74
37.8061224,i,74
38.1122448,k,74
38.1122448,a,74
38.4183673,i,72
38.7244897,w,71
38.7244897,a,71
39.0306122,u,69
39.3367346,m,69
39.3367346,a,69
39.6428571,r,71
39.6428571,e,71
39.7959183,t,71
39.7959183,a,71
41.3265306,pau,0
41.4795918,k,71
41.4795918,e,71
41.632653,sh,72
41.632653,i,72
41.7857142,t,74
41.7857142,e,74
41.7857142,br,74
42.704081599999995,m,74
42.704081599999995,o,74
43.010203999999995,o,74
43.316326499999995,n,72
43.316326499999995,i,72
43.622448899999995,g,71
43.622448899999995,e,71
43.928571399999996,d,72
43.928571399999996,a,72
44.234693799999995,s,74
44.234693799999995,a,74
44.540816299999996,n,79
44.540816299999996,a,79
44.846938699999995,i,78
45.153061199999996,t,74
45.153061199999996,o,74
46.071428499999996,pau,0
46.377551,t,74
46.377551,a,74
46.683673399999996,d,74
46.683673399999996,a,74
46.9897959,h,71
46.9897959,i,71
47.2959183,t,72
47.2959183,a,72
47.6020408,s,74
47.6020408,u,74
47.9081632,r,76
47.9081632,a,76
48.6734693,pau,0
48.8265306,m,76
48.8265306,a,76
49.132653,e,76
49.4387755,o,75
49.7448979,m,75
49.7448979,u,75
50.0510204,k,76
50.0510204,u,76
50.3571428,t,78
